行业名称,相对强弱,动量,1日涨幅,3日涨幅,5日涨幅,10日涨幅,上涨占比,涨停数,成交额,成分数,成交额变化,阶段,方向,活跃分,主线家族,题材层级,个体活跃分,家族强度,家族共振度,家族排名,家族内排名,题材地位
房地产,-0.4994088180178287,2.0779098751465392,0.05433333333333334,-2.7628415636261505,-2.5064190298989875,-4.382128793583107,0.4444444444444444,2,13304072475.0,63,-0.07733880679868199,修复,右上加速,56.8,地产基建,宽基主线,58.2,61.0,39.5,8,6,修复观察
饰品,1.5923324204036193,2.5614834664009627,-1.6963846153846152,-6.645049663241553,-3.8488191743958122,-3.273408112483589,0.46153846153846156,0,1267316376.0,13,-0.11658439349310357,领涨,左下退潮,56.0,大消费,细分题材,54.6,73.2,35.4,2,39,退潮防守
焦炭Ⅱ,-1.251336201679265,5.296080585304444,-0.13242857142857142,-2.0337303760177172,-1.2455775865648278,-2.2410896479863607,0.2857142857142857,0,572859276.0,7,-0.15327999795039093,修复,右上加速,55.7,资源化工,细分题材,59.1,63.5,17.6,6,8,修复观察
预加工食品,1.1548857181737262,2.7838866488619325,-0.6171818181818182,-2.30697829990526,-1.3033464396276617,-2.6252907690343275,0.18181818181818182,0,686468893.0,11,-0.2824169553210977,领涨,右上加速,55.7,大消费,细分题材,54.1,73.2,35.4,2,40,轮动跟随
制冷空调设备,4.968450305488677,0.18002610712979816,-1.0502222222222222,-4.749921308952221,-2.703925422943676,-3.3897052711462927,0.2777777777777778,1,8495977297.0,18,0.12659016894042652,领涨,左上修复,55.6,高端制造军工,细分题材,61.4,58.0,9.7,10,3,轮动跟随
信托,0.9182895042556835,0.5858986063551384,0.6769999999999999,-1.4779880807924917,-2.1366462908931627,-4.026514740699816,0.6666666666666666,0,311548067.0,3,-0.21914690129064773,领涨,右上加速,55.5,金融,微型题材,52.1,64.4,64.2,5,5,轮动跟随
工程机械整机,2.5175209503365195,2.95200746378503,-2.7805909090909093,-4.045769629594565,0.07113190054859331,-2.053338756546852,0.09090909090909091,0,6366653061.0,22,-0.1358273834842364,领涨,右上加速,55.2,高端制造军工,细分题材,60.8,58.0,9.7,10,4,轮动跟随
建筑装饰,1.0840428480733744,1.1071040151546374,-0.11655844155844153,-4.3932988386050535,-3.4933636468562956,-3.9719073093360424,0.4155844155844156,2,17369687073.0,77,-0.060158621841325366,领涨,右下降温,55.2,地产基建,宽基主线,56.0,61.0,39.5,8,7,退潮防守
综合包装,3.0724223958577874,4.273472523848401,-2.3435,-5.95645278103647,-4.984972887099248,-2.4203755873985933,0.16666666666666666,0,442676966.0,6,-0.18569971936869278,领涨,左下退潮,55.2,大消费,细分题材,53.5,73.2,35.4,2,41,退潮防守
医疗美容,1.663802077549022,6.468064546064828,0.0,-6.249733349999998,-1.8690839715504448,-2.1785730743623666,0.0,0,11183023.0,1,-0.5315585716471817,领涨,左下退潮,55.0,医药医疗,微型题材,55.7,69.6,23.6,4,7,轮动跟随
游戏Ⅱ,3.8353063655346777,-0.7845398032941846,-1.38444,-0.37097937018278904,-2.211512266964044,0.18932739781050145,0.28,0,15973504960.0,25,0.12360030795622667,走弱,右下降温,54.9,AI数字经济,细分题材,54.9,62.9,40.4,7,4,高位降温
保险Ⅱ,5.137830003821463,0.9695675300889262,-0.24159999999999998,-1.2442876956087034,-2.267507178102446,1.6282025614627438,0.2,0,6330875987.0,5,-0.4553157028041114,领涨,右上加速,54.9,金融,微型题材,51.3,64.4,64.2,5,6,轮动跟随
底盘与发动机系统,1.3536334782946025,4.785515005766123,-3.0253962264150944,-7.687862215595631,-2.53191979650631,-5.7912808884348355,0.08490566037735849,0,27253476998.0,106,-0.10674250363977467,领涨,左上修复,54.2,汽车机器人,宽基主线,56.1,64.4,21.9,5,4,轮动跟随
公用事业,0.004178769026245514,3.5021256438704143,-0.5000322580645161,-3.6485538179204746,-2.09801307253199,-4.168514665027856,0.45161290322580644,0,4215145932.0,31,-0.139672196523714,领涨,右上加速,54.1,环保公用,宽基主线,58.6,57.5,15.8,11,2,轮动跟随
医疗服务,5.635141798676206,0.39145360265575313,-1.950590909090909,-4.333840929696764,-4.4775216719107895,-2.2539876106905443,0.22727272727272727,1,21693837519.0,44,-0.11213285497245662,领涨,左下退潮,53.8,医药医疗,细分题材,54.0,69.6,23.6,4,8,退潮防守
固废治理,1.0776531885597536,1.9198917463064065,-1.518970588235294,-3.327396322633591,-1.4046185323450033,-4.407002371784796,0.29411764705882354,0,6502730839.0,34,0.07743451096406018,领涨,右上加速,53.6,环保公用,细分题材,57.9,57.5,15.8,11,3,轮动跟随
宠物食品,2.1073847973425237,1.5166546799634928,-1.22675,-3.413143240646044,-3.8096813803278007,-0.0536577300326857,0.25,0,292413004.0,4,0.00393936109091908,领涨,右下降温,53.4,大消费,微型题材,51.0,73.2,35.4,2,42,退潮防守
电动乘用车,-2.6546521972236206,3.8022998319534884,-0.26766666666666666,-4.174431281404356,-0.7628890173401293,-4.387777794550763,0.3333333333333333,0,5080929474.0,3,-0.2468773641646389,修复,右上加速,53.3,汽车机器人,微型题材,54.9,64.4,21.9,5,5,修复观察
基础建设,-2.0897645300055743,3.9637877939058783,-0.4454444444444445,-4.370622779930978,-2.0066670000820075,-5.898522997484679,0.3888888888888889,0,1643978417.0,18,-0.1597019931660152,修复,右上加速,53.3,其他主题,细分题材,55.2,59.6,27.9,9,3,修复观察
有机硅,7.041679063732779,-7.097231050924148,-0.33739999999999987,2.4709313903616748,-3.815653274728348,2.4131687821660197,0.4,1,8929391472.0,10,0.5694258966282049,走弱,右下降温,53.2,资源化工,细分题材,55.6,63.5,17.6,6,9,高位降温
