行业名称,相对强弱,动量,1日涨幅,3日涨幅,5日涨幅,10日涨幅,上涨占比,涨停数,成交额,成分数,成交额变化,阶段,方向,活跃分
卫浴制品,1.5146693441833097,1.5431482301855428,2.7247142857142856,2.6786887399972814,1.576476141422689,-0.7750884519524659,1.0,0,328246935.0,7,-0.02199465278500201,领涨,左上修复,70.5
其他养殖,-2.064827157542241,1.521943732409526,5.5569999999999995,7.590056610671714,1.716793961036478,-2.2762842069296685,1.0,0,159706860.0,3,1.227684751555008,修复,右上加速,70.2
白酒Ⅱ,-1.8542239987472549,2.2700147797354617,2.872315789473684,3.0308004674047373,1.047159996322522,-3.97758020301614,1.0,1,13736121756.0,19,-0.08825227103842881,修复,右上加速,69.2
仪器仪表,0.47218779973749303,1.6170802590185183,1.606640625,4.901814304964902,0.4442399330851554,-2.2253296760510244,0.640625,3,27438638734.0,64,5.594904589546508,领涨,右上加速,69.2
机场,-0.5380729682975316,2.336369104691585,2.1626000000000003,1.080993454855128,1.209240167462955,-4.701053411777611,1.0,0,848660964.0,5,0.019825181558014826,修复,左上修复,68.9
冰洗,-0.1441065070461156,2.038718318388961,2.9517142857142855,5.547207143413013,3.4754333354158673,-4.945141498917238,0.7142857142857143,1,1729388234.0,7,0.03480797555395476,修复,右上加速,68.2
摩托车及其他,1.7340939768586268,4.015177058356456,2.5345555555555555,2.2219143201385183,1.4667424805018703,-0.31025101657500276,0.6666666666666666,0,1890172171.0,9,0.2935284217174903,领涨,左上修复,67.5
造纸,-1.050174332078006,2.5090094123593487,2.7333846153846153,4.729323949056963,1.4022800334528185,-4.03614754864805,0.8461538461538461,1,1960288030.0,13,0.08945698773072652,修复,右上加速,67.2
房地产服务,-2.933255928211509,2.0409773277160936,3.3807,3.1941462977984836,1.4949580077481706,-5.129439546922166,0.9,1,1017999866.0,10,0.4772624289635443,修复,右上加速,67.1
农产品加工,5.226433183403004,-1.0958538471631851,7.234999999999999,7.4062215883250015,8.056037463411347,0.8579631691563394,0.8333333333333334,2,1532029778.0,6,0.182246211747638,走弱,右上加速,66.4
白色家电,3.369309650178631,3.354918916985998,0.22833333333333336,2.0360059494416882,1.9634932682003114,-0.5810115188536802,0.3333333333333333,0,6526275701.0,3,0.1377857313408648,领涨,左上修复,66.3
生物制品,-0.9317058551394758,1.7139338387276783,2.9182857142857146,4.310429460474285,-0.15452446295894928,-2.054166481512054,0.9285714285714286,0,4401479627.0,14,3.988190393395504,修复,右下降温,66.3
定制家居,-0.19087444815650464,2.8004426275530925,2.0070625,3.196468794147145,0.6419246426224934,-1.8590738289129716,0.8125,0,2113041505.0,16,0.6004321822176568,修复,右上加速,66.2
机械设备,5.0934025460938654,0.604785902384725,1.2411720430107527,4.24234839478197,-0.6240784354071827,3.5511763966798338,0.6451612903225806,8,92025776897.0,93,0.8592545110583807,领涨,右下降温,66.2
其他运输设备,-1.0888976935978012,2.5949233747920104,1.8349999999999997,4.060147924163604,0.8183080246052299,-3.8314076815672116,0.8571428571428571,0,562820604.0,7,0.8674526953085737,修复,右上加速,66.0
文化用品,-1.0715241831421658,0.02440442701676389,3.8762,6.223250952882764,1.7728668669736436,-4.867920510507484,1.0,0,594588712.0,5,0.6733159756659401,修复,右上加速,65.9
