行业名称,类型,排名,股票名称,代码,数值,展示
专业连锁Ⅲ,1日先锋,1,吉峰科技,300022,1.17,吉峰科技 +1.2%
专业连锁Ⅲ,1日先锋,2,爱施德,002416,0.564,爱施德 +0.6%
专业连锁Ⅲ,1日先锋,3,爱婴室,603214,-2.705,爱婴室 -2.7%
专业连锁Ⅲ,3日动能,1,爱施德,002416,2.0618556701030855,爱施德 +2.1%
专业连锁Ⅲ,3日动能,2,华致酒行,300755,0.9233610341643494,华致酒行 +0.9%
专业连锁Ⅲ,3日动能,3,天音控股,000829,0.7936507936507908,天音控股 +0.8%
专业连锁Ⅲ,5日趋势,1,天音控股,000829,0.263157894736854,天音控股 +0.3%
专业连锁Ⅲ,5日趋势,2,爱施德,002416,-1.6556291390728561,爱施德 -1.7%
专业连锁Ⅲ,5日趋势,3,华致酒行,300755,-2.2361359570661876,华致酒行 -2.2%
专业连锁Ⅲ,核心中军,1,爱施德,002416,251389077.0,爱施德 2.5亿
专业连锁Ⅲ,核心中军,2,天音控股,000829,167989250.0,天音控股 1.7亿
专业连锁Ⅲ,核心中军,3,孩子王,301078,126504009.0,孩子王 1.3亿
专用设备,1日先锋,1,亚联机械,001395,9.99,亚联机械 +10.0%
专用设备,1日先锋,2,上海亚虹,603159,3.05,上海亚虹 +3.0%
专用设备,1日先锋,3,中化装备,600579,0.385,中化装备 +0.4%
专用设备,3日动能,1,亚联机械,001395,33.09382924767539,亚联机械 +33.1%
专用设备,3日动能,2,深科达,688328,19.971771347918143,深科达 +20.0%
专用设备,3日动能,3,上海亚虹,603159,7.929264118653734,上海亚虹 +7.9%
专用设备,5日趋势,1,亚联机械,001395,27.95611540024381,亚联机械 +28.0%
专用设备,5日趋势,2,深科达,688328,27.182044887780556,深科达 +27.2%
专用设备,5日趋势,3,上海亚虹,603159,11.359623307828159,上海亚虹 +11.4%
专用设备,核心中军,1,英维克,002837,4060756718.0,英维克 40.6亿
专用设备,核心中军,2,正帆科技,688596,2078171174.0,正帆科技 20.8亿
专用设备,核心中军,3,芯碁微装,688630,2050820283.0,芯碁微装 20.5亿
个护用品,1日先锋,1,中顺洁柔,002511,0.573,中顺洁柔 +0.6%
个护用品,1日先锋,2,洁雅股份,301108,0.229,洁雅股份 +0.2%
个护用品,1日先锋,3,豪悦护理,605009,-0.976,豪悦护理 -1.0%
个护用品,3日动能,1,洁雅股份,301108,7.781690140845066,洁雅股份 +7.8%
个护用品,3日动能,2,中顺洁柔,002511,-0.28409090909091717,中顺洁柔 -0.3%
个护用品,3日动能,3,可靠股份,301009,-1.3349514563106735,可靠股份 -1.3%
个护用品,5日趋势,1,洁雅股份,301108,16.166982922201136,洁雅股份 +16.2%
个护用品,5日趋势,2,依依股份,001206,8.671171171171155,依依股份 +8.7%
个护用品,5日趋势,3,中顺洁柔,002511,0.28571428571428914,中顺洁柔 +0.3%
个护用品,核心中军,1,百亚股份,003006,140382417.0,百亚股份 1.4亿
个护用品,核心中军,2,依依股份,001206,135367452.0,依依股份 1.4亿
个护用品,核心中军,3,延江股份,300658,111097605.0,延江股份 1.1亿
乘用车,1日先锋,1,长城汽车,601633,0.604,长城汽车 +0.6%
乘用车,1日先锋,2,上汽集团,600104,-1.779,上汽集团 -1.8%
乘用车,1日先锋,3,长安汽车,000625,-3.094,长安汽车 -3.1%
乘用车,3日动能,1,上汽集团,600104,-0.7984031936127733,上汽集团 -0.8%
乘用车,3日动能,2,海马汽车,000572,-0.8797653958944385,海马汽车 -0.9%
乘用车,3日动能,3,长安汽车,000625,-1.4306151645207543,长安汽车 -1.4%
乘用车,5日趋势,1,上汽集团,600104,-3.1189083820662766,上汽集团 -3.1%
乘用车,5日趋势,2,长安汽车,000625,-4.038997214484685,长安汽车 -4.0%
乘用车,5日趋势,3,长城汽车,601633,-4.8826886493341775,长城汽车 -4.9%
乘用车,核心中军,1,长安汽车,000625,562101576.0,长安汽车 5.6亿
乘用车,核心中军,2,上汽集团,600104,517355428.0,上汽集团 5.2亿
乘用车,核心中军,3,广汽集团,601238,275144325.0,广汽集团 2.8亿
交通运输,1日先锋,1,四川成渝,601107,2.697,四川成渝 +2.7%
交通运输,1日先锋,2,中原高速,600020,2.473,中原高速 +2.5%
交通运输,1日先锋,3,五洲交通,600368,2.216,五洲交通 +2.2%
交通运输,3日动能,1,上海雅仕,603329,6.060606060606055,上海雅仕 +6.1%
交通运输,3日动能,2,畅联股份,603648,5.039193729003366,畅联股份 +5.0%
交通运输,3日动能,3,五洲交通,600368,4.237288135593209,五洲交通 +4.2%
交通运输,5日趋势,1,五洲交通,600368,3.6516853932584192,五洲交通 +3.7%
交通运输,5日趋势,2,上海雅仕,603329,2.617801047120416,上海雅仕 +2.6%
交通运输,5日趋势,3,三羊马,001317,2.4317504014682134,三羊马 +2.4%
交通运输,核心中军,1,海晨股份,300873,743981972.0,海晨股份 7.4亿
交通运输,核心中军,2,中国东航,600115,720083014.0,中国东航 7.2亿
交通运输,核心中军,3,京沪高铁,601816,588389284.0,京沪高铁 5.9亿
产业地产,1日先锋,1,浦东金桥,600639,2.442,浦东金桥 +2.4%
产业地产,1日先锋,2,外高桥,600648,0.0,外高桥 +0.0%
产业地产,1日先锋,3,市北高新,600604,-0.238,市北高新 -0.2%
产业地产,3日动能,1,市北高新,600604,5.808080808080818,市北高新 +5.8%
产业地产,3日动能,2,浦东金桥,600639,2.2245762711864403,浦东金桥 +2.2%
产业地产,3日动能,3,张江高科,600895,1.1614055985705862,张江高科 +1.2%
产业地产,5日趋势,1,浦东金桥,600639,2.0084566596194398,浦东金桥 +2.0%
产业地产,5日趋势,2,市北高新,600604,1.9464720194647178,市北高新 +1.9%
产业地产,5日趋势,3,张江高科,600895,-1.4791183294663557,张江高科 -1.5%
产业地产,核心中军,1,张江高科,600895,1279071381.0,张江高科 12.8亿
产业地产,核心中军,2,浦东金桥,600639,69868023.0,浦东金桥 0.7亿
产业地产,核心中军,3,市北高新,600604,66859492.0,市北高新 0.7亿
人力资源服务,1日先锋,1,北京人力,600861,-0.159,北京人力 -0.2%
人力资源服务,1日先锋,2,外服控股,600662,-1.205,外服控股 -1.2%
人力资源服务,1日先锋,3,科锐国际,300662,-3.429,科锐国际 -3.4%
人力资源服务,3日动能,1,外服控股,600662,-0.4854368932038944,外服控股 -0.5%
人力资源服务,3日动能,2,北京人力,600861,-0.7120253164557,北京人力 -0.7%
人力资源服务,3日动能,3,科锐国际,300662,-2.7617951668584606,科锐国际 -2.8%
人力资源服务,5日趋势,1,外服控股,600662,-1.4423076923077094,外服控股 -1.4%
人力资源服务,5日趋势,2,北京人力,600861,-2.637703646237388,北京人力 -2.6%
人力资源服务,5日趋势,3,科锐国际,300662,-6.215316315205333,科锐国际 -6.2%
人力资源服务,核心中军,1,科锐国际,300662,70209018.0,科锐国际 0.7亿
人力资源服务,核心中军,2,外服控股,600662,59180217.0,外服控股 0.6亿
人力资源服务,核心中军,3,北京人力,600861,21548930.0,北京人力 0.2亿
仪器仪表,1日先锋,1,新天科技,300259,6.767,新天科技 +6.8%
仪器仪表,1日先锋,2,威星智能,002849,4.813,威星智能 +4.8%
仪器仪表,1日先锋,3,埃科光电,688610,0.265,埃科光电 +0.3%
仪器仪表,3日动能,1,埃科光电,688610,17.50984864192411,埃科光电 +17.5%
仪器仪表,3日动能,2,集智股份,300553,11.54191616766469,集智股份 +11.5%
仪器仪表,3日动能,3,新天科技,300259,5.576208178438669,新天科技 +5.6%
仪器仪表,5日趋势,1,埃科光电,688610,19.077634205273664,埃科光电 +19.1%
仪器仪表,5日趋势,2,集智股份,300553,3.228041008589644,集智股份 +3.2%
仪器仪表,5日趋势,3,精智达,688627,1.1278863232682124,精智达 +1.1%
仪器仪表,核心中军,1,精智达,688627,3963412646.0,精智达 39.6亿
仪器仪表,核心中军,2,C联讯,688808,3710226034.0,C联讯 37.1亿
仪器仪表,核心中军,3,海川智能,300720,916745552.0,海川智能 9.2亿
会展服务,1日先锋,1,兰生股份,600826,-3.444,兰生股份 -3.4%
会展服务,1日先锋,2,锋尚文化,300860,-3.948,锋尚文化 -3.9%
会展服务,1日先锋,3,米奥会展,300795,-4.632,米奥会展 -4.6%
会展服务,3日动能,1,兰生股份,600826,-3.658536585365857,兰生股份 -3.7%
会展服务,3日动能,2,米奥会展,300795,-4.062126642771801,米奥会展 -4.1%
会展服务,3日动能,3,锋尚文化,300860,-4.9237983587338885,锋尚文化 -4.9%
会展服务,5日趋势,1,锋尚文化,300860,-7.630979498861057,锋尚文化 -7.6%
会展服务,5日趋势,2,兰生股份,600826,-8.622502628811779,兰生股份 -8.6%
会展服务,5日趋势,3,米奥会展,300795,-8.646188850967008,米奥会展 -8.6%
会展服务,核心中军,1,兰生股份,600826,52167342.0,兰生股份 0.5亿
会展服务,核心中军,2,锋尚文化,300860,48954278.0,锋尚文化 0.5亿
会展服务,核心中军,3,米奥会展,300795,41861458.0,米奥会展 0.4亿
传媒,1日先锋,1,皖新传媒,601801,0.994,皖新传媒 +1.0%
传媒,1日先锋,2,中原传媒,000719,0.529,中原传媒 +0.5%
传媒,1日先锋,3,中文传媒,600373,0.442,中文传媒 +0.4%
传媒,3日动能,1,福石控股,300071,26.72176308539944,福石控股 +26.7%
传媒,3日动能,2,欢瑞世纪,000892,14.69740634005763,欢瑞世纪 +14.7%
传媒,3日动能,3,贵广网络,600996,8.193979933110352,贵广网络 +8.2%
传媒,5日趋势,1,福石控股,300071,14.427860696517424,福石控股 +14.4%
传媒,5日趋势,2,欢瑞世纪,000892,5.85106382978724,欢瑞世纪 +5.9%
传媒,5日趋势,3,贵广网络,600996,3.8523274478330594,贵广网络 +3.9%
传媒,核心中军,1,蓝色光标,300058,3927246449.0,蓝色光标 39.3亿
传媒,核心中军,2,天娱数科,002354,3747121658.0,天娱数科 37.5亿
传媒,核心中军,3,光线传媒,300251,1221159827.0,光线传媒 12.2亿
保险Ⅱ,1日先锋,1,中国人寿,601628,0.828,中国人寿 +0.8%
保险Ⅱ,1日先锋,2,中国人保,601319,0.142,中国人保 +0.1%
保险Ⅱ,1日先锋,3,中国平安,601318,0.101,中国平安 +0.1%
保险Ⅱ,3日动能,1,中国太保,601601,0.7490636704119868,中国太保 +0.7%
保险Ⅱ,3日动能,2,中国人寿,601628,0.5865102639296182,中国人寿 +0.6%
保险Ⅱ,3日动能,3,中国人保,601319,0.0,中国人保 +0.0%
保险Ⅱ,5日趋势,1,中国平安,601318,-1.1377245508982003,中国平安 -1.1%
保险Ⅱ,5日趋势,2,中国太保,601601,-1.530782029950084,中国太保 -1.5%
保险Ⅱ,5日趋势,3,中国人寿,601628,-2.7075812274368394,中国人寿 -2.7%
保险Ⅱ,核心中军,1,中国平安,601318,3539328300.0,中国平安 35.4亿
保险Ⅱ,核心中军,2,中国人寿,601628,1563578272.0,中国人寿 15.6亿
保险Ⅱ,核心中军,3,新华保险,601336,1423533550.0,新华保险 14.2亿
信托,1日先锋,1,陕国投Ａ,000563,1.045,陕国投Ａ +1.0%
信托,1日先锋,2,国网英大,600517,-1.486,国网英大 -1.5%
信托,1日先锋,3,建元信托,600816,-2.459,建元信托 -2.5%
信托,3日动能,1,陕国投Ａ,000563,0.694444444444442,陕国投Ａ +0.7%
信托,3日动能,2,国网英大,600517,-0.6423982869379063,国网英大 -0.6%
信托,3日动能,3,建元信托,600816,-1.2448132780083054,建元信托 -1.2%
信托,5日趋势,1,陕国投Ａ,000563,0.34602076124565784,陕国投Ａ +0.3%
信托,5日趋势,2,建元信托,600816,-2.857142857142869,建元信托 -2.9%
信托,5日趋势,3,国网英大,600517,-3.9337474120082927,国网英大 -3.9%
信托,核心中军,1,建元信托,600816,157824200.0,建元信托 1.6亿
信托,核心中军,2,陕国投Ａ,000563,138719148.0,陕国投Ａ 1.4亿
信托,核心中军,3,国网英大,600517,100916267.0,国网英大 1.0亿
元件,1日先锋,1,晶赛科技,920981,-4.971,晶赛科技 -5.0%
元件,1日先锋,2,胜业电气,920128,-6.165,胜业电气 -6.2%
元件,1日先锋,3,法拉电子,600563,-6.37,法拉电子 -6.4%
元件,3日动能,1,高华科技,688539,3.852828878861514,高华科技 +3.9%
元件,3日动能,2,法拉电子,600563,-4.501562056234032,法拉电子 -4.5%
元件,3日动能,3,江海股份,002484,-6.369502868068844,江海股份 -6.4%
元件,5日趋势,1,高华科技,688539,-3.7013196009011873,高华科技 -3.7%
元件,5日趋势,2,风华高科,000636,-7.675213675213676,风华高科 -7.7%
元件,5日趋势,3,法拉电子,600563,-12.457693309034102,法拉电子 -12.5%
元件,核心中军,1,三环集团,300408,11628148330.0,三环集团 116.3亿
元件,核心中军,2,江海股份,002484,3799905875.0,江海股份 38.0亿
元件,核心中军,3,顺络电子,002138,3271091950.0,顺络电子 32.7亿
光伏主材,1日先锋,1,隆基绿能,601012,-3.964,隆基绿能 -4.0%
光伏主材,1日先锋,2,弘元绿能,603185,-5.946,弘元绿能 -5.9%
光伏主材,1日先锋,3,通威股份,600438,-5.986,通威股份 -6.0%
光伏主材,3日动能,1,隆基绿能,601012,-0.9369676320272524,隆基绿能 -0.9%
光伏主材,3日动能,2,弘元绿能,603185,-2.5210084033613356,弘元绿能 -2.5%
光伏主材,3日动能,3,通威股份,600438,-3.9568345323740983,通威股份 -4.0%
光伏主材,5日趋势,1,隆基绿能,601012,-5.829959514170035,隆基绿能 -5.8%
光伏主材,5日趋势,2,弘元绿能,603185,-7.875579086697549,弘元绿能 -7.9%
光伏主材,5日趋势,3,通威股份,600438,-8.247422680412376,通威股份 -8.2%
光伏主材,核心中军,1,隆基绿能,601012,1237628893.0,隆基绿能 12.4亿
光伏主材,核心中军,2,通威股份,600438,691344159.0,通威股份 6.9亿
光伏主材,核心中军,3,弘元绿能,603185,198982571.0,弘元绿能 2.0亿
光伏发电,1日先锋,1,金开新能,600821,4.092,金开新能 +4.1%
光伏发电,1日先锋,2,新筑股份,002480,-1.972,新筑股份 -2.0%
光伏发电,1日先锋,3,浙江新能,600032,-2.707,浙江新能 -2.7%
光伏发电,3日动能,1,金开新能,600821,14.388489208633114,金开新能 +14.4%
光伏发电,3日动能,2,浙江新能,600032,-0.30816640986133237,浙江新能 -0.3%
光伏发电,3日动能,3,京运通,601908,-1.0238907849829393,京运通 -1.0%
光伏发电,5日趋势,1,金开新能,600821,7.432432432432434,金开新能 +7.4%
光伏发电,5日趋势,2,京运通,601908,-2.0270270270270285,京运通 -2.0%
光伏发电,5日趋势,3,新筑股份,002480,-4.606525911708259,新筑股份 -4.6%
光伏发电,核心中军,1,露笑科技,002617,1424510862.0,露笑科技 14.2亿
光伏发电,核心中军,2,金开新能,600821,1419504672.0,金开新能 14.2亿
光伏发电,核心中军,3,晶科科技,601778,495163446.0,晶科科技 5.0亿
光伏辅材,1日先锋,1,酉立智能,920007,-3.347,酉立智能 -3.3%
光伏辅材,1日先锋,2,清源股份,603628,-3.784,清源股份 -3.8%
光伏辅材,1日先锋,3,明冠新材,688560,-4.425,明冠新材 -4.4%
光伏辅材,3日动能,1,亚玛顿,002623,0.0,亚玛顿 +0.0%
光伏辅材,3日动能,2,酉立智能,920007,-1.828571428571435,酉立智能 -1.8%
光伏辅材,3日动能,3,赛伍技术,603212,-2.066486972147352,赛伍技术 -2.1%
光伏辅材,5日趋势,1,酉立智能,920007,-6.98429886302111,酉立智能 -7.0%
光伏辅材,5日趋势,2,赛伍技术,603212,-7.075873827791989,赛伍技术 -7.1%
光伏辅材,5日趋势,3,清源股份,603628,-7.098121085594988,清源股份 -7.1%
光伏辅材,核心中军,1,聚和材料,688503,1938671663.0,聚和材料 19.4亿
光伏辅材,核心中军,2,金博股份,688598,594399519.0,金博股份 5.9亿
光伏辅材,核心中军,3,福斯特,603806,523119049.0,福斯特 5.2亿
光学光电子,1日先锋,1,鸿利智汇,300219,3.289,鸿利智汇 +3.3%
光学光电子,1日先锋,2,华体科技,603679,0.742,华体科技 +0.7%
光学光电子,1日先锋,3,茂莱光学,688502,-2.188,茂莱光学 -2.2%
光学光电子,3日动能,1,茂莱光学,688502,12.296435272045025,茂莱光学 +12.3%
光学光电子,3日动能,2,鸿利智汇,300219,3.6988110964332854,鸿利智汇 +3.7%
光学光电子,3日动能,3,华体科技,603679,1.0090281465746198,华体科技 +1.0%
光学光电子,5日趋势,1,茂莱光学,688502,7.246013259272521,茂莱光学 +7.2%
光学光电子,5日趋势,2,实益达,002137,4.138594802694895,实益达 +4.1%
光学光电子,5日趋势,3,华体科技,603679,3.4257748776509,华体科技 +3.4%
光学光电子,核心中军,1,三安光电,600703,3844616272.0,三安光电 38.4亿
光学光电子,核心中军,2,光智科技,300489,2477772093.0,光智科技 24.8亿
光学光电子,核心中军,3,欧菲光,002456,2266379822.0,欧菲光 22.7亿
公交,1日先锋,1,申通地铁,600834,0.444,申通地铁 +0.4%
公交,1日先锋,2,锦江在线,600650,-2.811,锦江在线 -2.8%
公交,1日先锋,3,江西长运,600561,-3.119,江西长运 -3.1%
公交,3日动能,1,申通地铁,600834,1.041666666666674,申通地铁 +1.0%
公交,3日动能,2,大众交通,600611,0.0,大众交通 +0.0%
公交,3日动能,3,锦江在线,600650,-0.308959835221434,锦江在线 -0.3%
公交,5日趋势,1,锦江在线,600650,-3.200000000000003,锦江在线 -3.2%
公交,5日趋势,2,申通地铁,600834,-3.4139402560455223,申通地铁 -3.4%
公交,5日趋势,3,大众交通,600611,-4.545454545454552,大众交通 -4.5%
公交,核心中军,1,大众交通,600611,95388908.0,大众交通 1.0亿
公交,核心中军,2,富临运业,002357,68394746.0,富临运业 0.7亿
公交,核心中军,3,海汽集团,603069,43045636.0,海汽集团 0.4亿
公用事业,1日先锋,1,水发燃气,603318,10.039,水发燃气 +10.0%
公用事业,1日先锋,2,九丰能源,605090,10.005,九丰能源 +10.0%
公用事业,1日先锋,3,天壕能源,300332,8.352,天壕能源 +8.4%
公用事业,3日动能,1,天壕能源,300332,inf,天壕能源 +inf%
公用事业,3日动能,2,九丰能源,605090,24.642004773269676,九丰能源 +24.6%
公用事业,3日动能,3,水发燃气,603318,9.47503201024329,水发燃气 +9.5%
公用事业,5日趋势,1,天壕能源,300332,inf,天壕能源 +inf%
公用事业,5日趋势,2,九丰能源,605090,20.75144508670521,九丰能源 +20.8%
公用事业,5日趋势,3,凯添燃气,920010,4.9202127659574435,凯添燃气 +4.9%
公用事业,核心中军,1,九丰能源,605090,2351837085.0,九丰能源 23.5亿
公用事业,核心中军,2,中泰股份,300435,570842883.0,中泰股份 5.7亿
公用事业,核心中军,3,胜通能源,001331,493910004.0,胜通能源 4.9亿
其他专业工程,1日先锋,1,中岩大地,003001,3.659,中岩大地 +3.7%
其他专业工程,1日先锋,2,柏诚股份,601133,0.804,柏诚股份 +0.8%
其他专业工程,1日先锋,3,永福股份,300712,0.0,永福股份 +0.0%
其他专业工程,3日动能,1,中岩大地,003001,14.363354037267072,中岩大地 +14.4%
其他专业工程,3日动能,2,柏诚股份,601133,5.820721769499415,柏诚股份 +5.8%
其他专业工程,3日动能,3,上海港湾,605598,3.1566043518234554,上海港湾 +3.2%
其他专业工程,5日趋势,1,中岩大地,003001,9.67982129560685,中岩大地 +9.7%
其他专业工程,5日趋势,2,柏诚股份,601133,1.2813370473537589,柏诚股份 +1.3%
其他专业工程,5日趋势,3,永福股份,300712,1.189951520493615,永福股份 +1.2%
其他专业工程,核心中军,1,亚翔集成,603929,2163653282.0,亚翔集成 21.6亿
其他专业工程,核心中军,2,柏诚股份,601133,1548746156.0,柏诚股份 15.5亿
其他专业工程,核心中军,3,深桑达Ａ,000032,1357838985.0,深桑达Ａ 13.6亿
其他养殖,1日先锋,1,华英农业,002321,-0.532,华英农业 -0.5%
其他养殖,1日先锋,2,福成股份,600965,-4.029,福成股份 -4.0%
其他养殖,3日动能,1,华英农业,002321,2.7472527472527597,华英农业 +2.7%
其他养殖,3日动能,2,福成股份,600965,-0.7575757575757569,福成股份 -0.8%
其他养殖,5日趋势,1,华英农业,002321,2.7472527472527597,华英农业 +2.7%
其他养殖,5日趋势,2,福成股份,600965,-3.676470588235292,福成股份 -3.7%
其他养殖,核心中军,1,华英农业,002321,45109609.0,华英农业 0.5亿
其他养殖,核心中军,2,福成股份,600965,10664197.0,福成股份 0.1亿
其他农产品加工,1日先锋,1,祖名股份,003030,10.018,祖名股份 +10.0%
其他农产品加工,1日先锋,2,晨光生物,300138,0.815,晨光生物 +0.8%
其他农产品加工,1日先锋,3,双塔食品,002481,0.75,双塔食品 +0.8%
其他农产品加工,3日动能,1,祖名股份,003030,10.273021749190182,祖名股份 +10.3%
其他农产品加工,3日动能,2,中粮科技,000930,1.5837104072398356,中粮科技 +1.6%
其他农产品加工,3日动能,3,中粮糖业,600737,1.5652173913043521,中粮糖业 +1.6%
其他农产品加工,5日趋势,1,祖名股份,003030,1.4042553191489393,祖名股份 +1.4%
其他农产品加工,5日趋势,2,双塔食品,002481,1.0025062656641603,双塔食品 +1.0%
其他农产品加工,5日趋势,3,欧福蛋业,920371,-0.1457725947521915,欧福蛋业 -0.1%
其他农产品加工,核心中军,1,中粮糖业,600737,387976381.0,中粮糖业 3.9亿
其他农产品加工,核心中军,2,祖名股份,003030,202676872.0,祖名股份 2.0亿
其他农产品加工,核心中军,3,中粮科技,000930,87391072.0,中粮科技 0.9亿
其他化学制品,1日先锋,1,日科化学,300214,20.0,日科化学 +20.0%
其他化学制品,1日先锋,2,宿迁联盛,603065,10.026,宿迁联盛 +10.0%
其他化学制品,1日先锋,3,肯特催化,603120,10.004,肯特催化 +10.0%
其他化学制品,3日动能,1,日科化学,300214,inf,日科化学 +inf%
其他化学制品,3日动能,2,锦华新材,920015,19.760479041916156,锦华新材 +19.8%
其他化学制品,3日动能,3,凯美特气,002549,9.895513214505215,凯美特气 +9.9%
其他化学制品,5日趋势,1,日科化学,300214,inf,日科化学 +inf%
其他化学制品,5日趋势,2,宿迁联盛,603065,16.241173275393805,宿迁联盛 +16.2%
其他化学制品,5日趋势,3,锦华新材,920015,6.346483704974282,锦华新材 +6.3%
其他化学制品,核心中军,1,凯美特气,002549,1771921347.0,凯美特气 17.7亿
其他化学制品,核心中军,2,杭氧股份,002430,1379117699.0,杭氧股份 13.8亿
其他化学制品,核心中军,3,和远气体,002971,1192410464.0,和远气体 11.9亿
其他化学原料,1日先锋,1,维远股份,600955,0.275,维远股份 +0.3%
其他化学原料,1日先锋,2,三维化学,002469,-2.139,三维化学 -2.1%
其他化学原料,1日先锋,3,华尔泰,001217,-2.212,华尔泰 -2.2%
其他化学原料,3日动能,1,维远股份,600955,-0.5445881552076259,维远股份 -0.5%
其他化学原料,3日动能,2,三维化学,002469,-1.6129032258064502,三维化学 -1.6%
其他化学原料,3日动能,3,华尔泰,001217,-1.9836639439906656,华尔泰 -2.0%
其他化学原料,5日趋势,1,迪尔化工,920304,-4.728132387706863,迪尔化工 -4.7%
其他化学原料,5日趋势,2,金能科技,603113,-5.3613053613053685,金能科技 -5.4%
其他化学原料,5日趋势,3,维远股份,600955,-5.8634020618556715,维远股份 -5.9%
其他化学原料,核心中军,1,卫星化学,002648,1115239336.0,卫星化学 11.2亿
其他化学原料,核心中军,2,三孚股份,603938,964378300.0,三孚股份 9.6亿
其他化学原料,核心中军,3,凯盛新材,301069,166499974.0,凯盛新材 1.7亿
其他医疗服务,1日先锋,1,合富中国,603122,-1.963,合富中国 -2.0%
其他医疗服务,1日先锋,2,润达医疗,603108,-2.343,润达医疗 -2.3%
其他医疗服务,1日先锋,3,诺禾致源,688315,-2.361,诺禾致源 -2.4%
其他医疗服务,3日动能,1,润达医疗,603108,2.8026905829596327,润达医疗 +2.8%
其他医疗服务,3日动能,2,合富中国,603122,2.0428015564202484,合富中国 +2.0%
其他医疗服务,3日动能,3,诺禾致源,688315,1.1838989739542338,诺禾致源 +1.2%
其他医疗服务,5日趋势,1,润达医疗,603108,-1.7148981779206873,润达医疗 -1.7%
其他医疗服务,5日趋势,2,诺禾致源,688315,-4.613095238095233,诺禾致源 -4.6%
其他医疗服务,5日趋势,3,合富中国,603122,-6.003584229390679,合富中国 -6.0%
其他医疗服务,核心中军,1,润达医疗,603108,179953375.0,润达医疗 1.8亿
其他医疗服务,核心中军,2,合富中国,603122,123461572.0,合富中国 1.2亿
其他医疗服务,核心中军,3,诺禾致源,688315,46522899.0,诺禾致源 0.5亿
其他家电Ⅱ,1日先锋,1,奥佳华,002614,-1.754,奥佳华 -1.8%
其他家电Ⅱ,1日先锋,2,荣泰健康,603579,-3.255,荣泰健康 -3.3%
其他家电Ⅱ,1日先锋,3,融捷健康,300247,-3.504,融捷健康 -3.5%
其他家电Ⅱ,3日动能,1,奥佳华,002614,-1.3215859030836885,奥佳华 -1.3%
其他家电Ⅱ,3日动能,2,融捷健康,300247,-3.2432432432432434,融捷健康 -3.2%
其他家电Ⅱ,3日动能,3,荣泰健康,603579,-3.955431754874661,荣泰健康 -4.0%
其他家电Ⅱ,5日趋势,1,奥佳华,002614,-3.655913978494618,奥佳华 -3.7%
其他家电Ⅱ,5日趋势,2,融捷健康,300247,-4.021447721179627,融捷健康 -4.0%
其他家电Ⅱ,5日趋势,3,荣泰健康,603579,-9.263157894736851,荣泰健康 -9.3%
其他家电Ⅱ,核心中军,1,荣泰健康,603579,49475678.0,荣泰健康 0.5亿
其他家电Ⅱ,核心中军,2,融捷健康,300247,41756655.0,融捷健康 0.4亿
其他家电Ⅱ,核心中军,3,奥佳华,002614,30058074.0,奥佳华 0.3亿
其他小金属,1日先锋,1,安宁股份,002978,-2.109,安宁股份 -2.1%
其他小金属,1日先锋,2,金天钛业,688750,-3.569,金天钛业 -3.6%
其他小金属,1日先锋,3,宝钛股份,600456,-3.957,宝钛股份 -4.0%
