行业名称,相对强弱,动量,1日涨幅,3日涨幅,5日涨幅,10日涨幅,上涨占比,涨停数,成交额,成分数,成交额变化,阶段,方向,活跃分,主线家族,题材层级,个体活跃分,家族强度,家族共振度,家族排名,家族内排名,题材地位
医疗服务,12.203958214488873,4.219662725345214,5.798477272727273,7.124459926455029,13.977703944666931,8.87432754939812,0.8863636363636364,11,51876943088.0,44,0.6476634864734219,领涨,右上加速,94.2,医药医疗,细分题材,92.0,89.8,88.0,1,1,主线核心
医药流通,11.971997151121826,6.4481560848774455,2.2378636363636364,8.268584394578383,9.560358861588147,12.33237751880445,0.8636363636363636,1,5480911465.0,22,0.8179690202811085,领涨,右上加速,93.9,医药医疗,细分题材,91.6,89.8,88.0,1,2,主线核心
诊断服务,10.569538171731445,6.68109455063387,3.6454,6.285817026214047,12.451708348764567,6.549222145188827,1.0,0,2651180661.0,5,0.6396424663735794,领涨,右上加速,93.2,医药医疗,微型题材,90.6,89.8,88.0,1,3,主线核心
医药生物,10.93526295860064,3.2041169074248543,3.514455357142857,6.524990823225729,9.030170653846126,7.799092589305223,0.9107142857142857,16,114353125346.0,224,0.4848535146085293,领涨,右上加速,91.0,医药医疗,宽基主线,89.7,89.8,88.0,1,4,主线扩散
血液制品,7.85467896450461,5.96603690522721,2.7251666666666665,5.587345452991133,7.339579409430308,7.125458908853832,1.0,0,1224538435.0,6,0.4203319423337777,领涨,右上加速,89.6,医药医疗,细分题材,87.7,89.8,88.0,1,5,主线扩散
医药商业,10.421500584271358,5.19737169235801,1.7855,7.786976093724363,7.454586115207573,9.874417832932835,0.875,0,2045761406.0,8,0.8423669191572647,领涨,右上加速,88.3,医药医疗,细分题材,85.9,89.8,88.0,1,6,主线扩散
白酒Ⅱ,5.157819625638386,3.5870026879737877,5.130315789473684,4.268173850869927,6.849585206317332,2.464806972191824,1.0,2,23247270532.0,19,0.8066178875905534,领涨,右上加速,87.4,大消费,细分题材,87.8,75.3,75.8,2,1,主线核心
教育出版,7.8888985985492885,5.413920703181714,2.3285,3.590794524320673,4.691654516685628,6.5468633296903445,1.0,0,904998062.0,10,0.27246836368037863,领涨,右下降温,85.1,大消费,细分题材,84.7,75.3,75.8,2,2,主线核心
超市,5.9911363867591225,4.864210483609436,2.9451428571428573,2.6559700164058953,5.4031904220785965,3.5722095222358474,1.0,0,2983223916.0,7,0.6578891369570035,领涨,右上加速,85.0,大消费,细分题材,84.5,75.3,75.8,2,3,主线核心
其他医疗服务,1.9871304881953211,3.745971739597195,4.0686,1.9133858251524138,5.6876454550446764,0.5198762572880655,1.0,1,764735363.0,5,0.6242803932421672,领涨,右上加速,84.6,医药医疗,微型题材,80.8,89.8,88.0,1,7,主线扩散
股份制银行Ⅲ,7.900855967227493,5.941425361075649,1.49,3.2787892578570066,3.1785246198996475,7.555326059078271,1.0,0,12045544956.0,9,0.305261281446745,领涨,右下降温,82.8,金融,细分题材,82.1,73.7,89.4,3,1,主线扩散
其他生物制品,9.981669183281168,1.8560538627098693,2.871,4.616571912848988,8.544088732491574,5.3074425435259975,0.8421052631578947,0,18902604034.0,38,0.3909202788270525,领涨,右上加速,82.3,医药医疗,细分题材,77.6,89.8,88.0,1,8,主线扩散
航运港口,7.73097211112681,4.933008425593047,1.3872499999999999,4.075074674073176,4.3447040776735335,6.260115238402308,1.0,0,2060464036.0,16,0.08989804478031571,领涨,右上加速,82.3,交通物流,细分题材,82.5,71.9,84.5,4,1,主线扩散
肉制品,8.186918660386079,3.074301076923991,4.209142857142857,4.638926739976745,6.422519194808429,6.294345998796613,1.0,0,1742896475.0,7,0.24911695856284632,领涨,右上加速,81.7,大消费,细分题材,82.0,75.3,75.8,2,4,主线扩散
保险Ⅱ,8.344917650428656,2.1036109464786725,3.336,5.184302369774785,5.5834324885911,3.1893205780253675,1.0,0,16357617820.0,5,0.6169844410160812,领涨,右上加速,81.7,金融,微型题材,80.5,73.7,89.4,3,2,主线扩散
板材,5.7148426669170425,3.9565922978816404,2.466941176470588,3.716323702819335,4.598701990321463,2.845432638507206,0.8823529411764706,1,4290170276.0,17,0.20164527428452228,领涨,右上加速,81.2,其他主题,细分题材,82.4,70.0,77.3,5,1,主线扩散
预加工食品,5.568766625798882,3.5801416015007477,2.992,3.708954116136143,4.200898026475297,2.842799331987167,0.9090909090909091,1,1191399914.0,11,0.2660080803888605,领涨,右上加速,81.1,大消费,细分题材,81.2,75.3,75.8,2,6,主线扩散
啤酒,4.866789552935313,6.469025736726805,2.239,3.400312565189423,3.8773591539401187,3.7354016348707164,1.0,0,1419102412.0,7,0.3423265057097087,领涨,右上加速,81.1,大消费,细分题材,81.2,75.3,75.8,2,5,主线扩散
银行Ⅱ,8.728385295143186,6.5940293274497535,1.3174782608695652,4.1046676740582155,3.658350131490251,7.585058560371194,0.8695652173913043,0,17966893835.0,23,0.02771629210669113,领涨,右下降温,80.9,金融,宽基主线,79.5,73.7,89.4,3,3,主线扩散
生物制品,4.904768519155089,2.8635784398741984,2.8987857142857143,2.1874515388823346,5.874384992779524,1.2526169495306494,0.9285714285714286,0,4912217269.0,14,0.4615544018746762,领涨,右上加速,80.5,医药医疗,细分题材,77.1,89.8,88.0,1,9,轮动跟随
零食,6.882536725178697,3.3043476755049372,3.5381818181818185,4.022859942437296,3.847956717452261,6.126072499797064,1.0,0,2589404014.0,11,0.7566321133389466,领涨,右下降温,80.2,大消费,细分题材,79.9,75.3,75.8,2,7,主线扩散
农商行Ⅲ,8.448231756754835,5.63182543177827,1.7851,4.968132737627262,3.8521284160105473,7.793076852872294,0.9,0,1921299326.0,10,0.19391375172396108,领涨,右下降温,79.9,其他主题,细分题材,80.6,70.0,77.3,5,2,主线扩散
房地产综合服务,4.504225580627197,5.424241041415162,4.276,3.2573814685675773,6.734700135253546,3.257854080724276,1.0,0,76764004.0,1,0.4980109546075091,领涨,右上加速,78.9,地产基建,微型题材,83.4,69.3,63.7,6,1,轮动跟随
商贸零售,4.000913059648455,2.9379217998901432,2.6305116279069765,1.8097881777795477,3.8999755420021875,0.09891789041878152,0.8837209302325582,3,7277128233.0,43,0.37482712244655025,领涨,右上加速,78.6,大消费,宽基主线,77.8,75.3,75.8,2,8,主线扩散
电信运营商,8.72969302196276,7.66252784218959,1.5916666666666668,3.016922219982243,4.381415373262887,7.832668089521411,1.0,0,2364444541.0,3,0.10218897598466925,领涨,右下降温,78.5,AI数字经济,微型题材,85.6,65.8,70.0,8,1,独立异动
信托,4.502923735558947,3.2798381953111257,2.4953333333333334,2.8643676671163076,3.468364327305884,1.2576113586586501,1.0,0,573748585.0,3,0.49068614453698567,领涨,右上加速,78.4,金融,微型题材,75.9,73.7,89.4,3,4,主线扩散
医疗器械,5.681386463871395,0.4609949271308034,2.542882978723404,2.8430217064277175,4.162819742825485,1.5560688886317342,0.9361702127659575,4,13200752516.0,94,0.08204813515753662,领涨,右上加速,78.0,医药医疗,宽基主线,73.7,89.8,88.0,1,10,轮动跟随
公交,3.1263162673100733,3.5514474719821743,2.0661666666666667,1.9287227273373064,4.762844596702687,1.2905891672843728,1.0,0,390928688.0,6,0.23130166413354836,领涨,右上加速,77.7,交通物流,细分题材,76.1,71.9,84.5,4,2,主线扩散
旅游零售Ⅱ,2.394657603582336,3.9136949110615618,4.891,3.0750355692707565,5.212134222616127,-0.2824093073624301,1.0,0,3973102267.0,2,1.0355748520014965,领涨,右上加速,76.9,大消费,微型题材,77.5,75.3,75.8,2,9,轮动跟随
机场,5.410552882123798,2.9189623284103177,2.4619999999999997,2.3066391993858737,2.5441831503802748,2.034981308307615,1.0,0,1114848332.0,5,0.49040907478100504,领涨,右上加速,76.1,交通物流,微型题材,73.9,71.9,84.5,4,3,主线扩散
医美耗材,3.7310244632919205,-1.3485297569850436,9.017666666666667,5.132391498850564,6.690973630804264,1.342870942802743,1.0,1,1399405891.0,3,1.2359158546395923,走弱,右上加速,75.9,医药医疗,微型题材,70.7,89.8,88.0,1,11,高位降温
商业地产,5.181533212136806,5.691278082038822,2.3571999999999997,1.7803194006705603,3.952740854005965,4.362986753479059,0.9,0,1775443045.0,10,0.38775714139038664,领涨,右下降温,75.9,地产基建,细分题材,79.2,69.3,63.7,6,2,轮动跟随
粮油加工,7.275645887625555,3.8836163089835356,1.4501428571428572,2.962808625822566,3.4335719623590943,4.7166682001303695,0.8571428571428571,0,555322331.0,7,0.2537848810889982,领涨,右上加速,75.6,大消费,细分题材,75.6,75.3,75.8,2,10,轮动跟随
白色家电,7.392606936221843,2.4706186851439393,2.212333333333333,4.9241644574465,3.649965334325822,3.5862319482807825,1.0,0,5284139941.0,3,-0.020900420283447407,领涨,右上加速,74.9,大消费,微型题材,74.7,75.3,75.8,2,11,轮动跟随
油气及炼化工程,8.620820509015308,6.451153640158839,-2.672833333333333,4.467044129718101,7.400597683182264,4.344887988340118,0.16666666666666666,0,4032568234.0,6,0.5964021993485136,领涨,右上加速,74.8,地产基建,细分题材,77.7,69.3,63.7,6,3,轮动跟随
氮肥,5.46643763870187,4.48314320984479,3.4146666666666667,4.054759043628331,6.729870090044177,3.4674859727667817,1.0,1,1985314944.0,6,0.0780455559690083,领涨,右上加速,74.8,资源化工,细分题材,86.2,61.6,36.1,9,1,独立异动
农林牧渔,6.90991628071438,2.8766664879633717,1.9170681818181818,2.245972109822958,4.253310678342559,2.089430540875936,0.8863636363636364,2,10909702176.0,44,0.01696083862915998,领涨,右上加速,74.6,农业养殖,宽基主线,79.2,68.6,72.3,7,1,独立异动
视频媒体,7.244264158890235,2.9585528590667685,3.567,-1.6277995258965783,3.214724214398057,2.662555751513196,1.0,0,346037353.0,1,0.26366501073136006,领涨,左下退潮,73.9,AI数字经济,微型题材,76.5,65.8,70.0,8,2,轮动跟随
专业连锁Ⅲ,2.5928566239823057,4.543790470546836,2.642857142857143,1.8193952955430026,4.2537489775286375,-0.09807246315077789,0.8571428571428571,0,996813563.0,7,0.33123696324011953,领涨,右上加速,73.7,大消费,细分题材,73.0,75.3,75.8,2,12,轮动跟随
非白酒,6.30543541457486,3.6896210865582817,1.7804444444444445,1.235725750167993,3.127001243089933,3.229796603096724,0.7777777777777778,0,937167444.0,9,0.3274660534497207,领涨,右上加速,73.7,大消费,细分题材,73.0,75.3,75.8,2,13,轮动跟随
其他农产品加工,5.00697197307091,4.309215367677036,1.8110000000000002,2.4472495788995907,4.303057569928925,2.2646390231568336,0.8333333333333334,0,1157618110.0,12,0.16092959433392107,领涨,右上加速,73.6,农业养殖,细分题材,75.1,68.6,72.3,7,2,轮动跟随
人力资源服务,5.233050854896619,3.552457993459061,2.3326666666666664,1.6956462839858855,1.9922277786464049,2.5982534090992493,1.0,0,191751416.0,3,0.2917536407906871,领涨,右下降温,73.6,大消费,微型题材,72.8,75.3,75.8,2,14,轮动跟随
油服工程,11.039325444038674,10.229227825858809,-3.7595,1.3430112677627726,4.598172901719266,6.544517066985844,0.0,0,3162923727.0,8,0.3217539296398575,领涨,右上加速,73.4,地产基建,细分题材,75.8,69.3,63.7,6,4,轮动跟随
交通运输,5.855728553087054,2.5214651449482157,1.2134461538461538,1.538262377580324,1.7776408746765116,2.5931291783074073,0.8,2,9721355872.0,65,0.025735403284399716,领涨,右下降温,73.4,交通物流,宽基主线,70.2,71.9,84.5,4,4,主线扩散
洗护用品,4.0302507817675455,2.5909453476172932,3.4562500000000003,2.9545765161524518,2.9759007447309083,2.9546633428968683,1.0,0,194577645.0,4,0.4115858406261661,领涨,右上加速,73.1,大消费,微型题材,72.2,75.3,75.8,2,15,轮动跟随
粮食种植,5.864757294605961,8.123913465261815,1.686,0.5796420458277662,1.5114229135009483,5.055910848958622,1.0,0,379419337.0,2,-0.09400614471551194,领涨,右下降温,73.1,农业养殖,微型题材,74.3,68.6,72.3,7,3,轮动跟随
煤炭,7.668710676211368,4.915056746503218,2.853266666666667,7.196987900044238,4.27880237052356,8.751111470717344,0.8666666666666667,2,8509147239.0,15,0.01895489199169864,领涨,右下降温,72.8,资源化工,宽基主线,83.5,61.6,36.1,9,2,独立异动
调味发酵品Ⅱ,5.159940944547452,1.9586099954524372,2.6322666666666668,3.194311267655725,2.6464643190855286,2.1086374067726954,1.0,0,5644450397.0,15,0.37931214441514216,领涨,右上加速,72.5,大消费,细分题材,71.3,75.3,75.8,2,16,轮动跟随
食品饮料,5.686650533366766,3.0101398087567364,1.810128205128205,3.0861498388318642,2.7355822276455166,3.129217955013197,0.8717948717948718,0,6886476011.0,39,0.25102516710318,领涨,右下降温,72.3,大消费,宽基主线,71.0,75.3,75.8,2,17,轮动跟随
饲料,7.498866155546971,1.526737833786898,2.542538461538461,0.46652478116098184,3.5777068004597457,1.5349317334817592,1.0,0,1929373264.0,13,0.02733153019494239,领涨,右上加速,71.7,农业养殖,细分题材,72.4,68.6,72.3,7,4,轮动跟随
金融控股,5.301088801759568,1.8921953920588759,2.511777777777778,1.2757382784531757,2.0650864692631554,0.826184042815048,0.8888888888888888,0,2562454326.0,9,0.28030465612399036,领涨,右下降温,71.5,金融,细分题材,66.4,73.7,89.4,3,5,主线扩散
汽车服务,6.234893637318298,4.820553451036267,1.277,1.449857810847388,3.282656805048334,4.050176937958816,0.8,0,155830570.0,5,0.08763208752372265,领涨,右下降温,71.3,汽车机器人,微型题材,74.3,55.4,78.5,10,1,轮动跟随
焦煤,5.606472847111303,7.3504715208141285,2.1757999999999997,6.141578832953609,4.484948596861371,6.718013920034194,0.9,0,2577366288.0,10,0.10256053221390049,领涨,右下降温,70.9,资源化工,细分题材,80.8,61.6,36.1,9,3,独立异动
其他饰品,6.074421356009936,2.3129482082110036,2.38,1.2552931458200023,1.809578112768051,-1.5775037290937433,1.0,0,86940606.0,2,0.02069753426799892,领涨,右上加速,70.7,大消费,微型题材,68.9,75.3,75.8,2,18,轮动跟随
焦炭Ⅱ,5.402342965047107,6.297798678313335,1.2947142857142855,3.0398136387714603,4.748167895133815,3.443448193494736,0.7142857142857143,0,1003178563.0,7,0.39020286553911987,领涨,右上加速,70.6,资源化工,细分题材,77.6,61.6,36.1,9,4,轮动跟随
个护用品,7.766930512688685,1.6354146828609422,2.304777777777778,2.1434064851469037,2.13392143417106,4.688235711905886,0.8888888888888888,0,1060101203.0,9,0.29908449922090985,领涨,右下降温,70.6,大消费,细分题材,68.7,75.3,75.8,2,19,轮动跟随
传媒,2.1678988545675555,4.311319385041258,2.68355,-1.8891018250383307,2.4356623298495528,-0.9876040847984435,0.9125,3,21278876521.0,80,-0.11348367279675142,领涨,右上加速,70.5,AI数字经济,宽基主线,71.7,65.8,70.0,8,3,轮动跟随
油气开采Ⅱ,11.56429642622178,11.526741011223757,-3.8612,6.548068133186025,6.068454636397269,12.539304437623834,0.2,0,3849692203.0,5,0.16309296757667147,领涨,右上加速,70.3,资源化工,微型题材,77.2,61.6,36.1,9,5,轮动跟随
公用事业,5.069912783186352,4.178407806705936,0.09099999999999993,2.574737807042604,3.4887800737743113,1.3175719392226393,0.6451612903225806,1,7037535744.0,31,0.22420845369489895,领涨,右上加速,69.9,环保公用,宽基主线,74.8,51.9,67.5,11,1,轮动跟随
综合,4.607262895036901,3.5848630355488784,0.40152941176470586,1.3028476926211008,3.4361518020777027,-0.1085375772117092,0.7647058823529411,0,4057768268.0,17,-0.18863779271648085,领涨,右上加速,69.7,其他主题,细分题材,66.5,70.0,77.3,5,3,主线扩散
综合电商,5.559082065525652,2.4739633101651273,1.5889999999999997,0.5956052992615923,1.917557799260794,1.5177941610174717,1.0,0,226353831.0,3,-0.12658311987353266,领涨,右上加速,69.7,大消费,微型题材,67.5,75.3,75.8,2,20,轮动跟随
钢结构,3.0142872981576105,3.194246646990535,2.612,-0.10622238613716695,3.2454832703219028,1.0645721906732186,0.9,0,1182266816.0,10,0.38848347160764507,领涨,右下降温,69.6,地产基建,细分题材,70.5,69.3,63.7,6,5,轮动跟随
医疗设备,4.014679113450592,1.3529961556258419,1.6796279069767444,0.6790180689142611,3.2215120384352813,-1.3932404739367743,0.7209302325581395,0,11325001345.0,43,0.21126943294961342,领涨,右上加速,69.6,医药医疗,细分题材,62.0,89.8,88.0,1,12,轮动跟随
