行业名称,相对强弱,动量,1日涨幅,3日涨幅,5日涨幅,10日涨幅,上涨占比,涨停数,成交额,成分数,成交额变化,阶段,方向,活跃分,主线家族,题材层级,个体活跃分,家族强度,家族共振度,家族排名,家族内排名,题材地位
农用机械,4.808217978330035,6.991980218077802,-2.5396,0.5795027386269469,5.4763960293033875,-0.9998938085170272,0.3,0,659497958.0,10,0.5734501147234452,领涨,右上加速,74.6,高端制造军工,细分题材,89.4,64.6,5.8,5,1,独立异动
动物保健Ⅲ,9.487252926078208,2.0637423418399345,-1.825230769230769,3.779143290655873,8.714432283309726,3.7346110018015466,0.15384615384615385,0,2472079265.0,13,0.3887588467781511,领涨,右上加速,70.8,农业养殖,细分题材,81.2,73.4,10.8,1,1,独立异动
造纸,3.1825235715744102,4.256317071289717,-1.3343076923076924,-0.01712359866959945,3.914328242483589,-0.023316381260041208,0.15384615384615385,1,1908919243.0,13,0.02236206918151651,领涨,右上加速,70.0,大消费,细分题材,82.2,68.8,4.4,3,1,独立异动
摩托车及其他,6.270054421656506,2.7306127062002914,-0.8571111111111112,3.1647537404978054,5.764360006353719,4.2891150626944485,0.2222222222222222,0,1839751707.0,9,0.08881173751462246,领涨,右上加速,69.5,汽车机器人,细分题材,81.7,69.1,2.6,2,1,独立异动
饲料,5.235640560380306,6.673035328480894,-1.8664615384615384,-1.8801438706451123,5.741106889934788,1.9026708934356096,0.07692307692307693,0,1630775294.0,13,-0.16224357726983107,领涨,右下降温,69.4,农业养殖,细分题材,79.3,73.4,10.8,1,2,独立异动
其他养殖,5.315736239227298,8.958103535579335,-4.5263333333333335,-2.7966898979750576,5.589332512179079,-3.319097716689723,0.0,0,127902515.0,3,0.22455156793450137,领涨,左上修复,69.2,农业养殖,微型题材,79.0,73.4,10.8,1,3,独立异动
个护用品,5.12582792270843,1.6925265215493888,-0.19133333333333347,0.5261028542175916,3.8466531389308,1.5506758594620695,0.3333333333333333,1,739049751.0,9,0.23445261170372245,领涨,右下降温,68.6,大消费,细分题材,80.3,68.8,4.4,3,2,独立异动
医药商业,2.2246321882889295,3.6867816565374825,-2.1395,1.245603554408592,6.849226176781098,-2.1389773448636795,0.25,0,823221018.0,8,0.04464119728348859,领涨,右上加速,68.0,医药医疗,细分题材,80.0,68.0,2.0,4,1,独立异动
医药生物,5.482244885898538,4.995378285642874,-3.8996964285714286,-1.4928986379181608,4.828088900247796,-0.6862533379059621,0.05357142857142857,0,66010226119.0,224,0.21087191183897724,领涨,右上加速,67.8,医药医疗,宽基主线,79.7,68.0,2.0,4,2,独立异动
其他生物制品,6.695721122985791,5.387369170571378,-4.373184210526316,-0.7263903285100959,3.970760307044219,0.4496213557397599,0.05263157894736842,0,13670791889.0,38,0.5123921930853688,领涨,右上加速,67.8,医药医疗,细分题材,79.6,68.0,2.0,4,3,独立异动
印染,5.112304144877348,6.692540522199391,-2.863,-1.4528516213146991,8.497042353533878,-2.3818048130940905,0.0,0,578455074.0,4,0.42053301458120895,领涨,右上加速,67.7,资源化工,微型题材,80.1,63.8,5.8,7,1,独立异动
厨房小家电,2.992708506691681,5.214644662704216,-3.0875,0.249409981157922,4.946177333012147,-1.4592182720541857,0.1,0,623700844.0,10,0.04863991745378837,领涨,右上加速,67.6,大消费,细分题材,78.8,68.8,4.4,3,3,独立异动
食用菌,2.5946384498257262,5.678046029711826,-4.04525,-2.6897522660042195,5.37448975143302,-5.022663425597884,0.0,0,430959469.0,4,0.13303433764777917,领涨,左上修复,67.5,农业养殖,微型题材,73.9,73.4,10.8,1,4,轮动跟随
大宗用纸,1.5023762765098942,4.638080233848473,-2.769,0.9763411736159133,4.542417307369373,-3.7762489097071694,0.18181818181818182,0,1117180997.0,11,-0.11523747108648585,领涨,右上加速,67.1,大消费,细分题材,75.4,68.8,4.4,3,4,轮动跟随
快递,9.427527919592388,9.176816315997257,-1.1195,-0.7140237865854382,9.330040514772042,10.567806329943785,0.0,0,1711942086.0,4,-0.24002043647906002,领涨,右下降温,67.0,交通物流,微型题材,76.6,64.5,1.9,6,1,轮动跟随
农林牧渔,2.596346821751716,4.516775654741021,-2.3857045454545456,-1.2060009594234256,4.22053477977653,-1.1659897796158503,0.045454545454545456,0,10817894628.0,44,0.054989821418868656,领涨,右上加速,66.9,农业养殖,宽基主线,73.0,73.4,10.8,1,5,轮动跟随
底盘与发动机系统,2.1606525656088746,4.128072257609065,-2.9520754716981132,-0.19748518754167943,2.4446821719066536,-4.530946661599966,0.09433962264150944,1,32607708150.0,106,0.08716882763516343,领涨,右上加速,66.9,汽车机器人,宽基主线,75.3,69.1,2.6,2,2,轮动跟随
