行业名称,相对强弱,动量,1日涨幅,3日涨幅,5日涨幅,10日涨幅,上涨占比,涨停数,成交额,成分数,成交额变化,阶段,方向,活跃分,主线家族,题材层级,个体活跃分,家族强度,家族共振度,家族排名,家族内排名,题材地位
医药流通,13.938986993503812,8.236703818931355,1.8215454545454544,9.29529191755356,12.65396590889354,13.099815197650845,0.8181818181818182,2,5820154749.0,22,0.7275214562818273,领涨,右上加速,96.9,医药医疗,细分题材,96.1,91.8,81.4,1,1,主线核心
医疗服务,14.350098471698436,6.836826175185674,2.0576363636363637,10.929019350365188,15.825375344569515,13.19857683011072,0.7045454545454546,3,50570200488.0,44,0.5125508395556431,领涨,右上加速,95.8,医药医疗,细分题材,94.7,91.8,81.4,1,2,主线核心
医药生物,12.06872612279708,5.239767850947582,1.0981205357142858,7.119969344758914,10.603267450249486,7.699534868134106,0.6696428571428571,10,109963269143.0,224,0.37030242693199344,领涨,右上加速,93.7,医药医疗,宽基主线,91.7,91.8,81.4,1,3,主线核心
血液制品,10.160126087249678,7.770629720367886,3.311833333333333,8.877717617736835,11.658791810111868,9.499983245013288,1.0,0,1664531205.0,6,0.7691568216606592,领涨,右上加速,92.2,医药医疗,细分题材,91.7,91.8,81.4,1,4,主线扩散
医药商业,12.101071156893013,6.886953755824263,1.0565,8.142254859696084,10.388345943804156,10.100897317477342,0.75,0,1771422794.0,8,0.5019470102257004,领涨,右上加速,90.1,医药医疗,细分题材,88.8,91.8,81.4,1,5,主线扩散
专业连锁Ⅲ,5.278374331832669,6.152407781497253,4.640285714285715,9.235513142922747,9.313796292111597,4.965170553276832,1.0,2,1839080136.0,7,1.1792559745171212,领涨,右上加速,89.6,大消费,细分题材,90.9,79.2,68.8,2,1,主线核心
诊断服务,11.788181234803778,9.418823518435346,1.392,6.876954354623277,14.51034670257403,8.913936721271831,0.6,0,2491550460.0,5,0.4494407272539882,领涨,右上加速,89.4,医药医疗,微型题材,87.8,91.8,81.4,1,6,主线扩散
肉制品,9.47819397290944,3.8211067445753244,2.3785714285714286,6.908523155646917,8.91993405048066,8.5291391423445,0.7142857142857143,1,2030386976.0,7,0.4223060955068372,领涨,右上加速,87.4,大消费,细分题材,87.8,79.2,68.8,2,2,主线核心
其他医疗服务,4.871490916294811,5.460800908688435,4.4326,10.35502318986994,9.364669958487504,4.81515310801337,0.6,2,1168255918.0,5,1.2120508393240392,领涨,右上加速,87.3,医药医疗,微型题材,84.9,91.8,81.4,1,7,主线扩散
教育出版,8.756114706128072,5.394194657946845,1.4565000000000001,5.197006874933585,5.974548570335059,7.054296675718974,1.0,0,937931879.0,10,0.2685577803467709,领涨,右下降温,86.1,大消费,细分题材,86.1,79.2,68.8,2,3,主线核心
