行业名称,类型,排名,股票名称,代码,数值,展示
IT服务Ⅱ,1日先锋,1,今天国际,300532,20.066,今天国际 +20.1%
IT服务Ⅱ,1日先锋,2,佳创视讯,300264,5.827,佳创视讯 +5.8%
IT服务Ⅱ,1日先锋,3,飞利信,300287,4.116,飞利信 +4.1%
IT服务Ⅱ,3日动能,1,今天国际,300532,16.799999999999994,今天国际 +16.8%
IT服务Ⅱ,3日动能,2,飞利信,300287,14.058355437665782,飞利信 +14.1%
IT服务Ⅱ,3日动能,3,中国软件,600536,10.139860139860124,中国软件 +10.1%
IT服务Ⅱ,5日趋势,1,飞利信,300287,27.21893491124261,飞利信 +27.2%
IT服务Ⅱ,5日趋势,2,浪潮软件,600756,19.28512053200333,浪潮软件 +19.3%
IT服务Ⅱ,5日趋势,3,紫光股份,000938,17.471410419313838,紫光股份 +17.5%
IT服务Ⅱ,核心中军,1,紫光股份,000938,16749070142.0,紫光股份 167.5亿
IT服务Ⅱ,核心中军,2,宏景科技,301396,3281818948.0,宏景科技 32.8亿
IT服务Ⅱ,核心中军,3,网宿科技,300017,2958842630.0,网宿科技 29.6亿
专业工程,1日先锋,1,中国化学,601117,2.861,中国化学 +2.9%
专业工程,1日先锋,2,东华科技,002140,1.986,东华科技 +2.0%
专业工程,1日先锋,3,三联虹普,300384,1.656,三联虹普 +1.7%
专业工程,3日动能,1,中国化学,601117,3.1420765027322384,中国化学 +3.1%
专业工程,3日动能,2,中材国际,600970,2.3776223776223793,中材国际 +2.4%
专业工程,3日动能,3,中钢国际,000928,1.4583333333333393,中钢国际 +1.5%
专业工程,5日趋势,1,中材国际,600970,2.3776223776223793,中材国际 +2.4%
专业工程,5日趋势,2,中国化学,601117,1.070950468540821,中国化学 +1.1%
专业工程,5日趋势,3,中钢国际,000928,0.6198347107438051,中钢国际 +0.6%
专业工程,核心中军,1,中国化学,601117,595865785.0,中国化学 6.0亿
专业工程,核心中军,2,中工国际,002051,235909305.0,中工国际 2.4亿
专业工程,核心中军,3,中材国际,600970,133055771.0,中材国际 1.3亿
专业连锁Ⅲ,1日先锋,1,华致酒行,300755,2.928,华致酒行 +2.9%
专业连锁Ⅲ,1日先锋,2,爱婴室,603214,2.862,爱婴室 +2.9%
专业连锁Ⅲ,1日先锋,3,孩子王,301078,2.0,孩子王 +2.0%
专业连锁Ⅲ,3日动能,1,爱施德,002416,5.017502917152861,爱施德 +5.0%
专业连锁Ⅲ,3日动能,2,华致酒行,300755,3.878116343490312,华致酒行 +3.9%
专业连锁Ⅲ,3日动能,3,爱婴室,603214,2.526487367563157,爱婴室 +2.5%
专业连锁Ⅲ,5日趋势,1,天音控股,000829,5.29172320217095,天音控股 +5.3%
专业连锁Ⅲ,5日趋势,2,华致酒行,300755,3.7822878228782386,华致酒行 +3.8%
专业连锁Ⅲ,5日趋势,3,爱施德,002416,3.092783505154628,爱施德 +3.1%
专业连锁Ⅲ,核心中军,1,爱施德,002416,192812573.0,爱施德 1.9亿
专业连锁Ⅲ,核心中军,2,天音控股,000829,145717414.0,天音控股 1.5亿
专业连锁Ⅲ,核心中军,3,孩子王,301078,128519782.0,孩子王 1.3亿
专用设备,1日先锋,1,大族数控,301200,7.917,大族数控 +7.9%
专用设备,1日先锋,2,斯莱克,300382,7.581,斯莱克 +7.6%
专用设备,1日先锋,3,东威科技,688700,6.839,东威科技 +6.8%
专用设备,3日动能,1,亚联机械,001395,15.981559738762963,亚联机械 +16.0%
专用设备,3日动能,2,上海亚虹,603159,7.8212290502793325,上海亚虹 +7.8%
专用设备,3日动能,3,浩淼科技,920856,5.5012224938875365,浩淼科技 +5.5%
专用设备,5日趋势,1,深科达,688328,33.025231076692485,深科达 +33.0%
专用设备,5日趋势,2,亚联机械,001395,25.686927560366367,亚联机械 +25.7%
专用设备,5日趋势,3,上海亚虹,603159,12.667834208990092,上海亚虹 +12.7%
专用设备,核心中军,1,英维克,002837,3728556556.0,英维克 37.3亿
专用设备,核心中军,2,芯碁微装,688630,2416377988.0,芯碁微装 24.2亿
专用设备,核心中军,3,正帆科技,688596,1620590512.0,正帆科技 16.2亿
个护用品,1日先锋,1,依依股份,001206,7.617,依依股份 +7.6%
个护用品,1日先锋,2,诺邦股份,603238,4.55,诺邦股份 +4.5%
个护用品,1日先锋,3,可靠股份,301009,3.69,可靠股份 +3.7%
个护用品,3日动能,1,诺邦股份,603238,3.2345013477088846,诺邦股份 +3.2%
个护用品,3日动能,2,中顺洁柔,002511,2.737752161383278,中顺洁柔 +2.7%
个护用品,3日动能,3,可靠股份,301009,2.6796589524969328,可靠股份 +2.7%
个护用品,5日趋势,1,洁雅股份,301108,8.017179670722975,洁雅股份 +8.0%
个护用品,5日趋势,2,依依股份,001206,6.294779938587514,依依股份 +6.3%
个护用品,5日趋势,3,可靠股份,301009,1.93470374848852,可靠股份 +1.9%
个护用品,核心中军,1,依依股份,001206,247282900.0,依依股份 2.5亿
个护用品,核心中军,2,百亚股份,003006,133313142.0,百亚股份 1.3亿
个护用品,核心中军,3,稳健医疗,300888,112184882.0,稳健医疗 1.1亿
乘用车,1日先锋,1,海马汽车,000572,3.55,海马汽车 +3.5%
乘用车,1日先锋,2,上汽集团,600104,1.107,上汽集团 +1.1%
乘用车,1日先锋,3,广汽集团,601238,1.022,广汽集团 +1.0%
乘用车,3日动能,1,海马汽车,000572,1.744186046511631,海马汽车 +1.7%
乘用车,3日动能,2,上汽集团,600104,1.4127144298688332,上汽集团 +1.4%
乘用车,3日动能,3,长安汽车,000625,0.0,长安汽车 +0.0%
乘用车,5日趋势,1,上汽集团,600104,-0.7897334649555776,上汽集团 -0.8%
乘用车,5日趋势,2,长安汽车,000625,-1.8387553041018356,长安汽车 -1.8%
乘用车,5日趋势,3,海马汽车,000572,-2.2346368715083775,海马汽车 -2.2%
乘用车,核心中军,1,上汽集团,600104,482845702.0,上汽集团 4.8亿
乘用车,核心中军,2,长安汽车,000625,299813189.0,长安汽车 3.0亿
乘用车,核心中军,3,海马汽车,000572,206321360.0,海马汽车 2.1亿
交通运输,1日先锋,1,山东高速,600350,6.609,山东高速 +6.6%
交通运输,1日先锋,2,远大控股,000626,5.806,远大控股 +5.8%
交通运输,1日先锋,3,五洲交通,600368,4.065,五洲交通 +4.1%
交通运输,3日动能,1,五洲交通,600368,8.169014084507054,五洲交通 +8.2%
交通运输,3日动能,2,三羊马,001317,7.651286807326674,三羊马 +7.7%
交通运输,3日动能,3,长久物流,603569,5.597014925373123,长久物流 +5.6%
交通运输,5日趋势,1,五洲交通,600368,9.401709401709413,五洲交通 +9.4%
交通运输,5日趋势,2,上海雅仕,603329,8.09935205183585,上海雅仕 +8.1%
交通运输,5日趋势,3,畅联股份,603648,8.06270996640539,畅联股份 +8.1%
交通运输,核心中军,1,京沪高铁,601816,761113195.0,京沪高铁 7.6亿
交通运输,核心中军,2,大秦铁路,601006,650182521.0,大秦铁路 6.5亿
交通运输,核心中军,3,海晨股份,300873,602108834.0,海晨股份 6.0亿
产业地产,1日先锋,1,张江高科,600895,3.474,张江高科 +3.5%
产业地产,1日先锋,2,空港股份,600463,3.108,空港股份 +3.1%
产业地产,1日先锋,3,市北高新,600604,2.148,市北高新 +2.1%
产业地产,3日动能,1,市北高新,600604,7.8085642317380355,市北高新 +7.8%
产业地产,3日动能,2,浦东金桥,600639,3.659849300322948,浦东金桥 +3.7%
产业地产,3日动能,3,上海临港,600848,2.127659574468077,上海临港 +2.1%
产业地产,5日趋势,1,市北高新,600604,7.268170426065157,市北高新 +7.3%
产业地产,5日趋势,2,浦东金桥,600639,3.548387096774186,浦东金桥 +3.5%
产业地产,5日趋势,3,张江高科,600895,1.7071759259259078,张江高科 +1.7%
产业地产,核心中军,1,张江高科,600895,2674077941.0,张江高科 26.7亿
产业地产,核心中军,2,市北高新,600604,63668914.0,市北高新 0.6亿
产业地产,核心中军,3,浦东金桥,600639,53404248.0,浦东金桥 0.5亿
人力资源服务,1日先锋,1,北京人力,600861,1.753,北京人力 +1.8%
人力资源服务,1日先锋,2,外服控股,600662,1.22,外服控股 +1.2%
人力资源服务,1日先锋,3,科锐国际,300662,0.0,科锐国际 +0.0%
人力资源服务,3日动能,1,外服控股,600662,1.9656019656019597,外服控股 +2.0%
人力资源服务,3日动能,2,北京人力,600861,1.3492063492063444,北京人力 +1.3%
人力资源服务,3日动能,3,科锐国际,300662,-2.2556390977443663,科锐国际 -2.3%
人力资源服务,5日趋势,1,外服控股,600662,2.4691358024691468,外服控股 +2.5%
人力资源服务,5日趋势,2,北京人力,600861,1.7529880478087456,北京人力 +1.8%
人力资源服务,5日趋势,3,科锐国际,300662,-3.373356203544886,科锐国际 -3.4%
人力资源服务,核心中军,1,科锐国际,300662,70223444.0,科锐国际 0.7亿
人力资源服务,核心中军,2,外服控股,600662,57986022.0,外服控股 0.6亿
人力资源服务,核心中军,3,北京人力,600861,26165397.0,北京人力 0.3亿
仪器仪表,1日先锋,1,C联讯,688808,8.749,C联讯 +8.7%
仪器仪表,1日先锋,2,同宇新材,301630,7.872,同宇新材 +7.9%
