行业名称,类型,排名,股票名称,代码,数值,展示
其他家电Ⅱ,3日动能,2,奥佳华,002614,4.977375565610864,奥佳华 +5.0%
其他家电Ⅱ,3日动能,3,融捷健康,300247,0.0,融捷健康 +0.0%
其他家电Ⅱ,5日趋势,1,荣泰健康,603579,12.314098750743607,荣泰健康 +12.3%
其他家电Ⅱ,5日趋势,2,奥佳华,002614,4.977375565610864,奥佳华 +5.0%
其他家电Ⅱ,5日趋势,3,融捷健康,300247,0.0,融捷健康 +0.0%
其他家电Ⅱ,核心中军,1,荣泰健康,603579,75172390.0,荣泰健康 0.8亿
其他家电Ⅱ,核心中军,2,融捷健康,300247,46093226.0,融捷健康 0.5亿
其他家电Ⅱ,核心中军,3,奥佳华,002614,34844307.0,奥佳华 0.3亿
其他小金属,1日先锋,1,华锡有色,600301,3.184,华锡有色 +3.2%
其他小金属,1日先锋,2,宝钛股份,600456,2.633,宝钛股份 +2.6%
其他小金属,1日先锋,3,西部材料,002149,2.317,西部材料 +2.3%
其他小金属,3日动能,1,东方锆业,002167,13.457181694608057,东方锆业 +13.5%
其他小金属,3日动能,2,安宁股份,002978,4.096761607491217,安宁股份 +4.1%
