行业名称,类型,排名,股票名称,代码,数值,展示
IT服务Ⅱ,1日先锋,1,华是科技,301218,12.163,华是科技 +12.2%
IT服务Ⅱ,1日先锋,2,华胜天成,600410,10.033,华胜天成 +10.0%
IT服务Ⅱ,1日先锋,3,中科星图,688568,9.587,中科星图 +9.6%
IT服务Ⅱ,3日动能,1,网宿科技,300017,24.05891980360064,网宿科技 +24.1%
IT服务Ⅱ,3日动能,2,紫光股份,000938,22.013977128335437,紫光股份 +22.0%
IT服务Ⅱ,3日动能,3,浪潮软件,600756,15.62759767248545,浪潮软件 +15.6%
IT服务Ⅱ,5日趋势,1,紫光股份,000938,26.84940554821662,紫光股份 +26.8%
IT服务Ⅱ,5日趋势,2,网宿科技,300017,19.088766692851532,网宿科技 +19.1%
IT服务Ⅱ,5日趋势,3,卓易信息,688258,14.224391886204879,卓易信息 +14.2%
IT服务Ⅱ,核心中军,1,紫光股份,000938,18573421372.0,紫光股份 185.7亿
IT服务Ⅱ,核心中军,2,网宿科技,300017,4759351013.0,网宿科技 47.6亿
IT服务Ⅱ,核心中军,3,宏景科技,301396,4234707003.0,宏景科技 42.3亿
专业工程,1日先锋,1,中钢国际,000928,1.875,中钢国际 +1.9%
专业工程,1日先锋,2,中材国际,600970,1.259,中材国际 +1.3%
专业工程,1日先锋,3,中国化学,601117,0.956,中国化学 +1.0%
专业工程,3日动能,1,三联虹普,300384,1.7948717948718107,三联虹普 +1.8%
专业工程,3日动能,2,中材国际,600970,1.2587412587412583,中材国际 +1.3%
专业工程,3日动能,3,中钢国际,000928,1.0330578512396604,中钢国际 +1.0%
专业工程,5日趋势,1,中材国际,600970,-0.9575923392612817,中材国际 -1.0%
专业工程,5日趋势,2,三联虹普,300384,-2.055921052631582,三联虹普 -2.1%
专业工程,5日趋势,3,中国化学,601117,-2.119205298013249,中国化学 -2.1%
专业工程,核心中军,1,中国化学,601117,492082177.0,中国化学 4.9亿
专业工程,核心中军,2,中工国际,002051,386571331.0,中工国际 3.9亿
专业工程,核心中军,3,北方国际,000065,157003493.0,北方国际 1.6亿
专业连锁Ⅲ,1日先锋,1,华致酒行,300755,5.91,华致酒行 +5.9%
专业连锁Ⅲ,1日先锋,2,天音控股,000829,3.39,天音控股 +3.4%
专业连锁Ⅲ,1日先锋,3,爱施德,002416,3.384,爱施德 +3.4%
专业连锁Ⅲ,3日动能,1,天音控股,000829,7.598371777476243,天音控股 +7.6%
专业连锁Ⅲ,3日动能,2,华致酒行,300755,5.8118081180811965,华致酒行 +5.8%
专业连锁Ⅲ,3日动能,3,孩子王,301078,3.703703703703698,孩子王 +3.7%
专业连锁Ⅲ,5日趋势,1,天音控股,000829,4.617414248021112,天音控股 +4.6%
专业连锁Ⅲ,5日趋势,2,华致酒行,300755,0.2622377622377714,华致酒行 +0.3%
专业连锁Ⅲ,5日趋势,3,爱施德,002416,-2.5302530253025313,爱施德 -2.5%
专业连锁Ⅲ,核心中军,1,天音控股,000829,250824073.0,天音控股 2.5亿
专业连锁Ⅲ,核心中军,2,爱施德,002416,212774497.0,爱施德 2.1亿
专业连锁Ⅲ,核心中军,3,孩子王,301078,185351684.0,孩子王 1.9亿
专用设备,1日先锋,1,深科达,688328,15.889,深科达 +15.9%
专用设备,1日先锋,2,亚联机械,001395,9.988,亚联机械 +10.0%
专用设备,1日先锋,3,航天晨光,600501,8.884,航天晨光 +8.9%
专用设备,3日动能,1,深科达,688328,47.67674244316762,深科达 +47.7%
专用设备,3日动能,2,亚联机械,001395,19.192339716902573,亚联机械 +19.2%
专用设备,3日动能,3,汇成真空,301392,12.324653420543829,汇成真空 +12.3%
专用设备,5日趋势,1,深科达,688328,43.48300970873786,深科达 +43.5%
专用设备,5日趋势,2,亚联机械,001395,16.382113821138212,亚联机械 +16.4%
专用设备,5日趋势,3,浩洋股份,300833,13.356488790653609,浩洋股份 +13.4%
